state,county,cluster,others,core,pop.base_count,total,total.pp,core.pp,target.total.pp,target.core.pp,potential_total,potential_core,sl_acv,potential_sl_acv,da_acv,potential_da_acv,acv,potential_acv,pa
NE,nemaha,20,1,1,7171,2,0.000278901,0.000139451,0.000274232,7.94E-05,2,1,0,0,0,0,0,0,Real Estate
NE,nuckolls,15,0,0,4328,0,0,0,0.000287977,8.50E-05,1.246364291,0.368027211,NA,NA,NA,NA,NA,NA,Real Estate
NE,otoe,7,2,0,14941,2,0.00013386,0,0.000237562,7.23E-05,3.549407054,1.079578025,0,0,0,0,0,0,Real Estate
NE,pawnee,15,0,0,2716,0,0,0,0.000287977,8.50E-05,0.782145428,0.230952381,NA,NA,NA,NA,NA,NA,Real Estate
NE,perkins,8,0,0,2932,0,0,0,0.000313229,9.27E-05,0.918388122,0.271765469,0,0,0,0,0,0,Real Estate
NE,phelps,7,0,0,9019,0,0,0,0.000237562,7.23E-05,2.142567581,0.651677545,0,0,0,0,0,0,Real Estate
NE,pierce,8,0,0,6534,0,0,0,0.000313229,9.27E-05,2.046639833,0.60563287,NA,NA,NA,NA,NA,NA,Real Estate
NE,platte,20,3,3,34494,6,0.000173943,8.70E-05,0.000274232,7.94E-05,9.459370519,3,2.037900436,2.891588296,0,0,2.037900436,2.891588296,Real Estate
NE,polk,8,0,1,4853,1,0.000206058,0.000206058,0.000313229,9.27E-05,1.520101486,1,0,0,0,0,0,0,Real Estate
NE,red willow,16,1,0,11100,1,9.01E-05,0,0.000202204,6.04E-05,2.244464665,0.67031684,0,0,0,0,0,0,Real Estate
NE,richardson,9,1,0,8476,1,0.00011798,0,0.000297935,8.99E-05,2.525296538,0.762110279,0,0,0,0,0,0,Real Estate
NE,rock,21,0,0,533,0,0,0,0.000235738,5.64E-05,0.125648279,0.030037194,NA,NA,NA,NA,NA,NA,Real Estate
NE,saline,20,1,0,15341,1,6.52E-05,0,0.000274232,7.94E-05,4.206998409,1.21811974,0,0,0,0,0,0,Real Estate
NE,sarpy,12,14,4.5,159133,18.5,0.000116255,2.83E-05,0.000378843,0.000112754,60.28642585,17.9428278,0,0,0,0,0,0,Real Estate
NE,saunders,8,1,0,20520,1,4.87E-05,0,0.000313229,9.27E-05,6.427463939,1.901987527,0,0,0,0,0,0,Real Estate
NE,scotts bluff,20,3.333333333,1,37291,4.333333333,0.000116203,2.68E-05,0.000274232,7.94E-05,10.22639839,2.961013181,0,0,0,0,0,0,Real Estate
NE,seward,12,2,1,16230,3,0.000184843,6.16E-05,0.000378843,0.000112754,6.148622168,1.829991863,0,0,0,0,0,0,Real Estate
NE,sheridan,21,2,1,5548,3,0.000540735,0.000180245,0.000235738,5.64E-05,3,1,0,0,0,0,0,0,Real Estate
NE,sherman,9,0,0,2988,0,0,0,0.000297935,8.99E-05,0.890229596,0.268662755,NA,NA,NA,NA,NA,NA,Real Estate
NE,sioux,15,0,0,592,0,0,0,0.000287977,8.50E-05,0.170482361,0.050340136,NA,NA,NA,NA,NA,NA,Real Estate
NE,stanton,7,0,1,3075,1,0.000325203,0.000325203,0.000237562,7.23E-05,1,1,0,0,0,0,0,0,Real Estate
NE,thayer,9,0,0,4864,0,0,0,0.000297935,8.99E-05,1.449155541,0.437341246,NA,NA,NA,NA,NA,NA,Real Estate
NE,thomas,9,0,0,818,0,0,0,0.000297935,8.99E-05,0.24371078,0.073549576,NA,NA,NA,NA,NA,NA,Real Estate
NE,thurston,10,0,0,6909,0,0,0,0.000260318,7.39E-05,1.79853686,0.510454378,NA,NA,NA,NA,NA,NA,Real Estate
NE,valley,9,0,0,3619,0,0,0,0.000297935,8.99E-05,1.078226542,0.325398431,NA,NA,NA,NA,NA,NA,Real Estate
NE,washington,5,3,2.5,19607,5.5,0.000280512,0.000127505,0.000409463,0.000117999,8.02834093,2.5,0,0,0,0,0,0,Real Estate
NE,wayne,13,1,0,8882,1,0.000112587,0,0.000364208,0.000113292,3.234895988,1.00626373,0,0,0,0,0,0,Real Estate
NE,webster,21,0,0,3891,0,0,0,0.000235738,5.64E-05,0.917256011,0.219277154,NA,NA,NA,NA,NA,NA,Real Estate
NE,wheeler,15,0,0,542,0,0,0,0.000287977,8.50E-05,0.156083513,0.046088435,NA,NA,NA,NA,NA,NA,Real Estate
NE,york,8,2,1,13770,3,0.000217865,7.26E-05,0.000313229,9.27E-05,4.313166591,1.276333735,0,0,0,0,0,0,Real Estate
NH,belknap,8,22,4.5,64948,26.5,0.000408019,6.93E-05,0.000313229,9.27E-05,26.5,6.019994439,7.35718344,6.621465096,0,0,7.35718344,6.621465096,Real Estate
NH,carroll,18,12.66666667,3,47452,15.66666667,0.000330158,6.32E-05,0.000482998,0.000185696,22.91924266,8.811651104,4.826013279,6.354109307,0,0,4.826013279,6.354109307,Real Estate
NH,cheshire,12,17,4,77827,21,0.000269829,5.14E-05,0.000378843,0.000112754,29.4842155,8.775278913,2.554807359,3.228278174,0,0,2.554807359,3.228278174,Real Estate
NH,coos,9,4,1.5,33158,5.5,0.000165872,4.52E-05,0.000297935,8.99E-05,9.878926689,2.981365343,0.197105213,0.318630755,0,0,0.197105213,0.318630755,Real Estate
NH,grafton,12,21.33333333,12.5,89307,33.83333333,0.000378843,0.000139967,0.000378843,0.000112754,33.83333333,12.5,1.012446947,0.911202252,0,0,1.012446947,0.911202252,Real Estate
NH,hillsborough,14,139.3333333,74.33333333,400805,213.6666667,0.000533094,0.00018546,0.000622837,0.000255603,249.6363113,102.4469522,28.66453853,30.14105474,0,0,28.66453853,30.14105474,Real Estate
NH,merrimack,5,33.33333333,11.33333333,141530,44.66666667,0.000315599,8.01E-05,0.000409463,0.000117999,57.95129759,16.70036186,9.203422433,10.74660996,0,0,9.203422433,10.74660996,Real Estate
NH,rockingham,14,94,43,295223,137,0.000464056,0.000145653,0.000622837,0.000255603,183.8759015,75.45987845,19.40091979,23.4352223,4.328629559,5.228741579,23.72954934,28.66396388,Real Estate
NH,strafford,12,33.33333333,9.333333333,123487,42.66666667,0.000345515,7.56E-05,0.000378843,0.000112754,46.78218766,13.92361092,13.71244476,13.5316019,0,0,13.71244476,13.5316019,Real Estate
NH,sullivan,8,9,3.5,42836,12.5,0.000291811,8.17E-05,0.000313229,9.27E-05,13.41748759,3.970445307,0.158565891,0.153184023,0,0,0.158565891,0.153184023,Real Estate
NJ,atlantic,12,78.33333333,38,274441,116.3333333,0.000423892,0.000138463,0.000378843,0.000112754,116.3333333,38,17.17670677,15.4590361,9.298715148,8.368843633,26.47542192,23.82787973,Real Estate
NJ,bergen,3,483.3333333,542,905116,1025.333333,0.00113282,0.000598818,0.000950424,0.000496794,1025.333333,542,797.4773081,717.7295773,43.63761634,39.2738547,841.1149244,757.003432,Real Estate
NJ,bergen,3,483.3333333,542,905116,1025.333333,0.00113282,0.000598818,0.000950424,0.000496794,1025.333333,542,2392.431924,2153.188732,130.912849,117.8215641,2523.344773,2271.010296,Real Estate
NJ,burlington,14,174,101.3333333,442063,275.3333333,0.000622837,0.000229228,0.000622837,0.000255603,275.3333333,112.99262,99.60037056,89.64033351,4.784603714,4.306143343,104.3849743,93.94647685,Real Estate
NJ,camden,14,201.6666667,104.3333333,528221,306,0.000579303,0.000197518,0.000622837,0.000255603,328.995751,135.0148615,249.7018284,241.6201193,0,0,249.7018284,241.6201193,Real Estate
NJ,cape may,18,35.33333333,24.66666667,97909,60,0.000612814,0.000251935,0.000482998,0.000185696,60,24.66666667,19.31652441,17.38487197,10.16104983,9.144944849,29.47757424,26.52981682,Real Estate
NJ,cumberland,20,23,13,159830,36,0.000225239,8.13E-05,0.000274232,7.94E-05,43.83055575,13,10.08750859,11.05352769,0,0,10.08750859,11.05352769,Real Estate
NJ,essex,14,573,620,784442,1193,0.001520826,0.000790371,0.000622837,0.000255603,1193,620,614.5211163,553.0690047,157.5285116,141.7756604,772.0496279,694.8446651,Real Estate
NJ,gloucester,5,81.66666667,33.33333333,274818,115,0.000418459,0.000121292,0.000409463,0.000117999,115,33.33333333,63.7146091,57.34314819,4.479303304,4.031372973,68.19391241,61.37452117,Real Estate
NJ,hudson,14,493,447.6666667,634266,940.6666667,0.001483079,0.000705803,0.000622837,0.000255603,940.6666667,447.6666667,2932.373164,2639.135848,0,0,2932.373164,2639.135848,Real Estate
NJ,hunterdon,6,39.33333333,42,130326,81.33333333,0.000624076,0.000322269,0.000645143,0.000214852,84.07884932,42,31.74075879,29.53098969,1.983412317,1.845328559,33.72417111,31.37631825,Real Estate
NJ,mercer,6,167,146,380027,313,0.000823626,0.000384183,0.000645143,0.000214852,313,146,153.6768566,138.3091709,12.83388374,11.55049537,166.5107404,149.8596663,Real Estate
NJ,middlesex,14,388,370.3333333,802830,758.3333333,0.000944575,0.000461285,0.000622837,0.000255603,758.3333333,370.3333333,477.0156359,429.3140723,112.9620127,101.6658115,589.9776486,530.9798838,Real Estate
NJ,monmouth,14,299.3333333,304.6666667,645470,604,0.000935752,0.000472007,0.000622837,0.000255603,604,304.6666667,298.6515812,268.7864231,25.24983705,22.72485335,323.9014182,291.5112764,Real Estate
NJ,morris,6,261.6666667,285.3333333,471487,547,0.001160159,0.000605178,0.000645143,0.000214852,547,285.3333333,172.3390937,155.1051844,16.72692872,15.05423585,189.0660224,170.1594202,Real Estate
NJ,ocean,14,205.6666667,180.6666667,575477,386.3333333,0.000671327,0.000313942,0.000622837,0.000255603,386.3333333,180.6666667,229.9979687,206.9981719,35.28759757,31.75883782,265.2855663,238.7570097,Real Estate
NJ,passaic,14,189.6666667,201,512419,390.6666667,0.000762397,0.000392257,0.000622837,0.000255603,390.6666667,201,237.5213063,213.7691756,125.5182648,112.9664383,363.039571,326.7356139,Real Estate
NJ,salem,8,8.333333333,7,62193,15.33333333,0.000246544,0.000112553,0.000313229,9.27E-05,19.48066593,7,5.374257062,6.145088856,0.184795233,0.211300485,5.559052295,6.356389341,Real Estate
NJ,somerset,6,153,167.3333333,288967,320.3333333,0.001108546,0.000579074,0.000645143,0.000214852,320.3333333,167.3333333,123.4439456,111.0995511,14.13264908,12.71938417,137.5765947,123.8189352,Real Estate
NJ,sussex,6,56.33333333,55,150431,111.3333333,0.000740096,0.000365616,0.000645143,0.000214852,111.3333333,55,84.81197134,76.3307742,4.062853978,3.65656858,88.87482532,79.98734278,Real Estate
NJ,union,14,252,236,558222,488,0.000874204,0.000422771,0.000622837,0.000255603,488,236,403.4934175,363.1440757,3.333333333,3,406.8267508,366.1440757,Real Estate
NJ,warren,5,44.33333333,24.33333333,112939,68.66666667,0.000607998,0.000215456,0.000409463,0.000117999,68.66666667,24.33333333,36.20786692,32.58708023,3.494981097,3.145482987,39.70284802,35.73256322,Real Estate
NM,bernalillo,17,209.6666667,71.66666667,659616,281.3333333,0.000426511,0.000108649,0.00054045,0.000170755,356.4893155,112.6327061,398.8137468,454.8183258,0,0,398.8137468,454.8183258,Real Estate
NM,catron,15,1,0,3689,1,0.000271076,0,0.000287977,8.50E-05,1.062347012,0.313690476,0,0,0,0,0,0,Real Estate
NM,chaves,10,3.333333333,2,66119,5.333333333,8.07E-05,3.02E-05,0.000260318,7.39E-05,17.21196391,4.885038788,0,0,0,0,0,0,Real Estate
NM,cibola,16,0,0,27448,0,0,0,0.000202204,6.04E-05,5.550096047,1.657554652,0,0,0,0,0,0,Real Estate
NM,colfax,21,1.666666667,0,13696,1.666666667,0.00012169,0,0.000235738,5.64E-05,3.228665724,0.771837547,0,0,0,0,0,0,Real Estate
NM,curry,10,3.333333333,2.5,48253,5.833333333,0.000120891,5.18E-05,0.000260318,7.39E-05,12.56112304,3.565053565,0,0,0,0,0,0,Real Estate
NM,de baca,21,0,0,2022,0,0,0,0.000235738,5.64E-05,0.476661952,0.113949731,NA,NA,NA,NA,NA,NA,Real Estate
NM,dona ana,10,7.666666667,5,218062,12.66666667,5.81E-05,2.29E-05,0.000260318,7.39E-05,56.76545734,16.11097156,0.151945094,0.612845486,0,0,0.151945094,0.612845486,Real Estate
NM,eddy,20,5.666666667,1,53368,6.666666667,0.000124919,1.87E-05,0.000274232,7.94E-05,14.6352318,4.237573448,0,0,0,0,0,0,Real Estate
NM,grant,21,2.333333333,1,29543,3.333333333,0.00011283,3.38E-05,0.000235738,5.64E-05,6.964403583,1.664894616,0,0,0,0,0,0,Real Estate
NM,guadalupe,11,1,0,4947,1,0.000202143,0,0.000150889,4.83E-05,1,0.238835514,0,0,0,0,0,0,Real Estate
NM,harding,15,2,0,666,2,0.003003003,0,0.000287977,8.50E-05,2,0.056632653,0,0,0,0,0,0,Real Estate
NM,hidalgo,11,0,0,4865,0,0,0,0.000150889,4.83E-05,0.734076463,0.234876648,NA,NA,NA,NA,NA,NA,Real Estate
NM,lea,12,4,1.5,64727,5.5,8.50E-05,2.32E-05,0.000378843,0.000112754,24.52137197,7.298205998,0,0,0,0,0,0,Real Estate
NM,lincoln,15,2,1,20546,3,0.000146014,4.87E-05,0.000287977,8.50E-05,5.916774658,1.747108844,0,0,0,0,0,0,Real Estate
NM,los alamos,6,4.666666667,2,17950,6.666666667,0.000371402,0.000111421,0.000645143,0.000214852,11.58030896,3.856586312,0,0,0,0,0,0,Real Estate
NM,luna,11,1.333333333,0,25095,1.333333333,5.31E-05,0,0.000150889,4.83E-05,3.78656708,1.211557959,0,0,0,0,0,0,Real Estate
NM,mckinley,1,3,0,69599,3,4.31E-05,0,0.000176741,5.92E-05,12.30098975,4.117065957,0,0,0,0,0,0,Real Estate
NM,mora,21,4.5,0,5363,4.5,0.000839083,0,0.000235738,5.64E-05,4.5,0.302231656,0,0,0,0,0,0,Real Estate
NM,otero,16,6.333333333,2,54959,8.333333333,0.000151628,3.64E-05,0.000202204,6.04E-05,11.11293095,3.318913805,0,0,0,0,0,0,Real Estate
NM,quay,21,1,0,9402,1,0.00010636,0,0.000235738,5.64E-05,2.216407355,0.529849344,0,0,0,0,0,0,Real Estate
NM,rio arriba,16,3.666666667,2.5,45129,6.166666667,0.000136645,5.54E-05,0.000202204,6.04E-05,9.125265393,2.725290873,0,0,0,0,0,0,Real Estate
NM,roosevelt,1,2.5,0,19752,2.5,0.000126569,0,0.000176741,5.92E-05,3.490986214,1.168411713,0,0,0,0,0,0,Real Estate
NM,san juan,10,6,1.666666667,127510,7.666666667,6.01E-05,1.31E-05,0.000260318,7.39E-05,33.19314445,9.42076099,0,0,0,0,0,0,Real Estate
NM,san miguel,11,1.5,0,28195,1.5,5.32E-05,0,0.000150889,4.83E-05,4.254323922,1.361222421,0,0,0,0,0,0,Real Estate
NM,sandoval,12,6.333333333,2,133022,8.333333333,6.26E-05,1.50E-05,0.000378843,0.000112754,50.39445583,14.99871705,0,0,0,0,0,0,Real Estate
NM,santa fe,8,26.33333333,12.33333333,142025,38.66666667,0.000272253,8.68E-05,0.000313229,9.27E-05,44.48638236,13.16421922,7.824675495,8.102129878,0,0,7.824675495,8.102129878,Real Estate
NM,sierra,15,1,0,11979,1,8.35E-05,0,0.000287977,8.50E-05,3.449676026,1.018622449,0,0,0,0,0,0,Real Estate
NM,socorro,16,1,0,18129,1,5.52E-05,0,0.000202204,6.04E-05,3.665756749,1.094790451,0,0,0,0,0,0,Real Estate
NM,taos,21,4.666666667,3,34089,7.666666667,0.000224901,8.80E-05,0.000235738,5.64E-05,8.036067893,3,0,0,0,0,0,0,Real Estate
NM,torrance,11,0,1,14080,1,7.10E-05,7.10E-05,0.000150889,4.83E-05,2.124521398,1,0,0,0,0,0,0,Real Estate
NM,union,21,0,1,4641,1,0.000215471,0.000215471,0.000235738,5.64E-05,1.094059406,1,0,0,0,0,0,0,Real Estate
NM,valencia,16,4.333333333,0,77863,4.333333333,5.57E-05,0,0.000202204,6.04E-05,15.74421191,4.702061275,0,0,0,0,0,0,Real Estate
NV,carson city,7,10.66666667,5.333333333,56849,16,0.000281447,9.38E-05,0.000237562,7.23E-05,16,5.333333333,37.45602415,33.71042173,0,0,37.45602415,33.71042173,Real Estate
NV,churchill,20,5.333333333,2.5,24772,7.833333333,0.000316217,0.00010092,0.000274232,7.94E-05,7.833333333,2.5,0,0,0,0,0,0,Real Estate
NV,clark,2,727.6666667,396.3333333,1951354,1124,0.00057601,0.000203107,0.001013143,0.000323452,1977.000987,631.1699498,1929.982238,3055.177144,0,0,1929.982238,3055.177144,Real Estate
NV,douglas,18,12.33333333,5,48234,17.33333333,0.000359359,0.000103661,0.000482998,0.000185696,23.29694745,8.95686545,1.71512374,2.074698051,0,0,1.71512374,2.074698051,Real Estate
NV,elko,5,4.666666667,1,49257,5.666666667,0.000115043,2.03E-05,0.000409463,0.000117999,20.16891871,5.812264003,0,0,0,0,0,0,Real Estate
NV,esmeralda,15,0,0,807,0,0,0,0.000287977,8.50E-05,0.232397408,0.068622449,NA,NA,NA,NA,NA,NA,Real Estate
NV,eureka,5,0,0,1890,0,0,0,0.000409463,0.000117999,0.773885059,0.223017621,NA,NA,NA,NA,NA,NA,Real Estate
NV,humboldt,12,2.333333333,1,17873,3.333333333,0.000186501,5.60E-05,0.000378843,0.000112754,6.771061246,2.015246123,0,0,0,0,0,0,Real Estate
NV,lander,5,0,0,5908,0,0,0,0.000409463,0.000117999,2.419107371,0.697136564,0,0,0,0,0,0,Real Estate
NV,lincoln,16,0,0,5347,0,0,0,0.000202204,6.04E-05,1.081184916,0.322899473,0,0,0,0,0,0,Real Estate
NV,lyon,7,11.33333333,4,49954,15.33333333,0.000306949,8.01E-05,0.000237562,7.23E-05,15.33333333,4,0,0,0,0,0,0,Real Estate
NV,mineral,9,3,0,4752,3,0.000631313,0,0.000297935,8.99E-05,3,0.427270888,0,0,0,0,0,0,Real Estate
NV,nye,9,8,4,43720,12,0.000274474,9.15E-05,0.000297935,8.99E-05,13.02571551,4,0,0,0,0,0,0,Real Estate
NV,pershing,7,0,1,5538,1,0.000180571,0.000180571,0.000237562,7.23E-05,1.31561584,1,0,0,0,0,0,0,Real Estate
NV,storey,18,1,0,947,1,0.001055966,0,0.000482998,0.000185696,1,0.175854202,0,0,0,0,0,0,Real Estate
NV,washoe,17,130,80.33333333,423878,210.3333333,0.000496212,0.00018952,0.00054045,0.000170755,229.0847676,80.33333333,227.6488475,223.14958,26.82871226,26.29846774,254.4775597,249.4480477,Real Estate
NV,white pine,8,1.5,0,10145,1.5,0.000147856,0,0.000313229,9.27E-05,3.177710608,0.940334477,0,0,0,0,0,0,Real Estate
NY,albany,12,202.6666667,219.6666667,289302,422.3333333,0.001459836,0.000759299,0.000378843,0.000112754,422.3333333,219.6666667,164.8827257,148.3944532,37.1070508,33.39634572,201.9897765,181.7907989,Real Estate
NY,allegany,10,4,1,48232,5,0.000103666,2.07E-05,0.000260318,7.39E-05,12.55565636,3.563502032,0,0,0,0,0,0,Real Estate
NY,bronx,23,426.6666667,349,1382480,775.6666667,0.000561069,0.000252445,0.000830447,0.000287806,1148.076181,397.8863626,765.0408015,1019.113807,0,0,765.0408015,1019.113807,Real Estate
NY,broome,20,59,59.33333333,205555,118.3333333,0.000575677,0.000288649,0.000274232,7.94E-05,118.3333333,59.33333333,0,0,0,0,0,0,Real Estate
NY,cattaraugus,16,10.33333333,6,82987,16.33333333,0.000196818,7.23E-05,0.000202204,6.04E-05,16.78030533,6,0,0,0,0,0,0,Real Estate
NY,cayuga,20,13.33333333,13.66666667,74853,27,0.000360707,0.00018258,0.000274232,7.94E-05,27,13.66666667,9.232079606,8.308871645,0,0,9.232079606,8.308871645,Real Estate
NY,chautauqua,16,28.66666667,13.66666667,133523,42.33333333,0.000317049,0.000102354,0.000202204,6.04E-05,42.33333333,13.66666667,0,0,0,0,0,0,Real Estate
NY,chemung,20,18,17.33333333,87237,35.33333333,0.000405027,0.000198692,0.000274232,7.94E-05,35.33333333,17.33333333,0,0,0,0,0,0,Real Estate
NY,chenango,7,22,14,52954,36,0.000679835,0.00026438,0.000237562,7.23E-05,36,14,0,0,0,0,0,0,Real Estate
NY,clinton,20,17.33333333,8.333333333,85211,25.66666667,0.000301213,9.78E-05,0.000274232,7.94E-05,25.66666667,8.333333333,0,0,0,0,0,0,Real Estate
NY,columbia,8,22.33333333,19.66666667,60749,42,0.000691369,0.000323736,0.000313229,9.27E-05,42,19.66666667,15.86311546,14.27680391,0,0,15.86311546,14.27680391,Real Estate
NY,cortland,10,13.66666667,7,50096,20.66666667,0.000412541,0.000139732,0.000260318,7.39E-05,20.66666667,7,2.915204676,2.623684209,24.64809282,22.18328354,27.5632975,24.80696775,Real Estate
NY,delaware,7,12,7.666666667,42679,19.66666667,0.000460804,0.000179636,0.000237562,7.23E-05,19.66666667,7.666666667,23.51327789,21.1619501,0,0,23.51327789,21.1619501,Real Estate
NY,dutchess,14,101,113.6666667,300301,214.6666667,0.000714838,0.000378509,0.000622837,0.000255603,214.6666667,113.6666667,106.020976,95.41887842,31.95228908,28.75706017,137.9732651,124.1759386,Real Estate
NY,erie,23,304.6666667,264.3333333,918442,569,0.000619527,0.000287806,0.000830447,0.000287806,762.7172789,264.3333333,510.6332017,616.0314402,0,0,510.6332017,616.0314402,Real Estate
NY,essex,9,6,6.333333333,34197,12.33333333,0.000360655,0.000185201,0.000297935,8.99E-05,12.33333333,6.333333333,0,0,0,0,0,0,Real Estate
NY,franklin,20,6.333333333,10.5,54244,16.83333333,0.000310326,0.00019357,0.000274232,7.94E-05,16.83333333,10.5,0,0,0,0,0,0,Real Estate
NY,fulton,7,17,17,50217,34,0.000677062,0.000338531,0.000237562,7.23E-05,34,17,4.878803215,4.390922894,0,0,4.878803215,4.390922894,Real Estate
NY,genesee,20,12.66666667,4,60819,16.66666667,0.000274037,6.58E-05,0.000274232,7.94E-05,16.67853701,4.829204383,0,0,0,0,0,0,Real Estate
NY,greene,8,13.66666667,18.33333333,51158,32,0.000625513,0.000358367,0.000313229,9.27E-05,32,18.33333333,10.82365505,9.741289549,0,0,10.82365505,9.741289549,Real Estate
NY,hamilton,18,2.5,2,4234,4.5,0.001062825,0.000472367,0.000482998,0.000185696,4.5,2,0,0,0,0,0,0,Real Estate
NY,herkimer,7,17.33333333,8.333333333,60947,25.66666667,0.000421131,0.000136731,0.000237562,7.23E-05,25.66666667,8.333333333,0.789421316,0.710479184,0,0,0.789421316,0.710479184,Real Estate
NY,jefferson,4,30.66666667,12.33333333,117816,43,0.000364976,0.000104683,0.000458309,0.000142526,53.99610002,16.79178584,0,0,0,0,0,0,Real Estate
NY,kings,2,1607.333333,1324.333333,2504700,2931.666667,0.001170466,0.000528739,0.001013143,0.000323452,2931.666667,1324.333333,1868.896556,1682.006901,350.9573092,315.8615783,2219.853865,1997.868479,Real Estate
NY,lewis,20,1.666666667,0,23273,1.666666667,7.16E-05,0,0.000274232,7.94E-05,6.382209372,1.847943465,0,0,0,0,0,0,Real Estate
NY,livingston,20,12.66666667,10,65238,22.66666667,0.000347446,0.000153285,0.000274232,7.94E-05,22.66666667,10,0,0,0,0,0,0,Real Estate
NY,madison,12,19.33333333,10.33333333,78741,29.66666667,0.000376763,0.000131232,0.000378843,0.000112754,29.83047801,10.33333333,0,0,0,0,0,0,Real Estate
NY,monroe,23,252.3333333,236,745041,488.3333333,0.000655445,0.000316761,0.000830447,0.000287806,618.7169622,236,242.7325798,276.7873474,44.14530273,50.33877715,286.8778825,327.1261245,Real Estate
NY,montgomery,7,17,11.66666667,59813,28.66666667,0.000479272,0.000195052,0.000237562,7.23E-05,28.66666667,11.66666667,6.167099414,5.550389472,0,0,6.167099414,5.550389472,Real Estate
NY,nassau,3,732,950,1352568,1682,0.00124356,0.000702368,0.000950424,0.000496794,1682,950,880.1702363,792.1532127,60.82641045,54.74376941,940.9966468,846.8969821,Real Estate
NY,nassau,3,732,950,1352568,1682,0.00124356,0.000702368,0.000950424,0.000496794,1682,950,2640.510709,2376.459638,182.4792314,164.2313082,2822.98994,2540.690946,Real Estate
NY,new york,3,1901.333333,2269.333333,1577385,4170.666667,0.002644038,0.001438668,0.000950424,0.000496794,4170.666667,2269.333333,3645.284011,3280.75561,160.7914763,144.7123287,3806.075487,3425.467938,Real Estate
NY,niagara,20,31.33333333,26.33333333,216156,57.66666667,0.000266783,0.000121826,0.000274232,7.94E-05,59.27696683,26.33333333,13.45958391,12.4518898,0,0,13.45958391,12.4518898,Real Estate
NY,oneida,20,61,43,237254,104,0.000438349,0.00018124,0.000274232,7.94E-05,104,43,0,0,0,0,0,0,Real Estate
NY,onondaga,17,226.3333333,194.3333333,462682,420.6666667,0.000909192,0.000420015,0.00054045,0.000170755,420.6666667,194.3333333,236.8174983,213.1357484,0,0,236.8174983,213.1357484,Real Estate
NY,ontario,8,24.66666667,16.33333333,107384,41,0.000381807,0.000152102,0.000313229,9.27E-05,41,16.33333333,0,0,0,0,0,0,Real Estate
NY,orange,14,112,107,363149,219,0.000603058,0.000294645,0.000622837,0.000255603,226.1827492,107,86.66632985,80.55792636,28.48636454,26.47859279,115.1526944,107.0365192,Real Estate
NY,orleans,20,10.33333333,7.5,42119,17.83333333,0.000423404,0.000178067,0.000274232,7.94E-05,17.83333333,7.5,0,0,0,0,0,0,Real Estate
NY,oswego,20,28.66666667,29,124840,57.66666667,0.000461925,0.000232297,0.000274232,7.94E-05,57.66666667,29,0,0,0,0,0,0,Real Estate
NY,otsego,10,20.33333333,19,61495,39.33333333,0.000639618,0.000308968,0.000260318,7.39E-05,39.33333333,19,11.16779882,10.05101893,0,0,11.16779882,10.05101893,Real Estate
NY,putnam,6,74.66666667,47.33333333,100321,122,0.001216096,0.000471819,0.000645143,0.000214852,122,47.33333333,23.65982164,21.29383948,17.95015873,16.15514286,41.60998037,37.44898234,Real Estate
NY,queens,2,734,723,2235260,1457,0.000651826,0.000323452,0.001013143,0.000323452,2264.638413,723,281.0872381,393.2085526,91.09040762,127.4249503,372.1776457,520.6335028,Real Estate
NY,rensselaer,12,22,14,161811,36,0.000222482,8.65E-05,0.000378843,0.000112754,61.30096745,18.2447821,16.82844422,25.78999778,10.72615109,16.43808598,27.55459531,42.22808376,Real Estate
NY,richmond,14,192,191.6666667,468730,383.6666667,0.000818524,0.000408906,0.000622837,0.000255603,383.6666667,191.6666667,312.9490949,281.6541854,9.939576735,8.945619061,322.8886716,290.5998044,Real Estate
NY,rockland,6,107.3333333,143.3333333,311689,250.6666667,0.00080422,0.00045986,0.000645143,0.000214852,250.6666667,143.3333333,98.64554222,88.780988,29.64168955,26.6775206,128.2872318,115.4585086,Real Estate
NY,saint lawrence,10,22.66666667,12,112482,34.66666667,0.000308197,0.000106684,0.000260318,7.39E-05,34.66666667,12,0,0,0,0,0,0,Real Estate
NY,saratoga,5,86.66666667,93,214912,179.6666667,0.000836001,0.000432735,0.000409463,0.000117999,179.6666667,93,141.0225335,126.9202801,66.33731524,59.70358372,207.3598487,186.6238638,Real Estate
NY,schenectady,12,54.66666667,45.66666667,172630,100.3333333,0.000581205,0.000264535,0.000378843,0.000112754,100.3333333,45.66666667,44.76085699,40.28477129,18.14077382,16.32669644,62.90163081,56.61146773,Real Estate
NY,schoharie,20,7,7,25971,14,0.000539063,0.000269531,0.000274232,7.94E-05,14,7,1.231024277,1.10792185,0,0,1.231024277,1.10792185,Real Estate
NY,schuyler,8,3,5,17783,8,0.000449868,0.000281167,0.000313229,9.27E-05,8,5,7.997418958,7.197677062,0,0,7.997418958,7.197677062,Real Estate
NY,seneca,20,2.333333333,8,32567,10.33333333,0.000317295,0.000245647,0.000274232,7.94E-05,10.33333333,8,7.190708199,6.471637379,0,0,7.190708199,6.471637379,Real Estate
NY,steuben,7,16.33333333,11,97631,27.33333333,0.000279966,0.000112669,0.000237562,7.23E-05,27.33333333,11,0,0,0,0,0,0,Real Estate
